"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSG00000139610",276.166361857439,8.67996624186553,1.95189095094779,4.44695244765122,8.70971084639536e-06,0.000146566299019293,"CELA1"
"ENSG00000140443",792.731010363445,2.37954333646399,0.635931437332052,3.74182371993903,0.000182689650524716,0.00229724360980929,"IGF1R"
"ENSG00000140465",321.708651433333,8.89562005927278,1.88607936514693,4.71646115410408,2.39982160817044e-06,7.52795653496303e-05,"CYP1A1"
"ENSG00000140506",248.748586983023,8.19184743310778,1.94657873940304,4.20833088705159,2.57263960013225e-05,0.00034254502535216,"LMAN1L"
"ENSG00000141194",445.533850086092,9.36933007336729,1.38351210579873,6.77213450760389,1.26896075045482e-11,6.93247040693228e-10,"OR4D1"
"ENSG00000141391",647.351846383399,2.07327421405835,0.415355163299395,4.99156961861072,5.98905880073134e-07,2.62340559149753e-05,"PRELID3A"
"ENSG00000141668",278.69497243286,8.37263380037495,1.92153386142869,4.35726581167284,1.31697290396716e-05,0.000193380748332331,"CBLN2"
"ENSG00000142188",515.759416246974,9.5777251349607,0.973085306828412,9.84263668123558,7.37521569363014e-23,1.41550768046232e-20,"TMEM50B"
"ENSG00000142615",248.715236870609,8.50441276947822,1.91976080402274,4.42993353737495,9.42621343894806e-06,0.000153027782222834,"CELA2A"
"ENSG00000142765",906.390228587072,2.53052297320274,0.458903838007618,5.51427720497891,3.50216237973797e-08,1.71136655115738e-06,"SYTL1"
"ENSG00000145384",237.371922951091,8.86756058059391,1.92544208206169,4.60546731745828,4.1154061948715e-06,9.69094087378897e-05,"FABP2"
"ENSG00000146834",846.995250874243,2.4320155728976,0.429914799874412,5.65697104079239,1.54067746636818e-08,7.60510722950236e-07,"MEPCE"
"ENSG00000147127",401.865082654354,8.62691991776272,0.922192870550485,9.35478921303419,8.37665751520619e-21,9.41195978162357e-19,"RAB41"
"ENSG00000148700",315.876471552873,2.30790912101108,0.776068648177707,2.97384661322204,0.00294092045591172,0.0323878718234475,"ADD3"
"ENSG00000149257",1018.09707610339,2.326221560515,0.265408645018559,8.76467893633355,1.87309696856433e-18,1.28877023263979e-16,"SERPINH1"
"ENSG00000149925",738.14615865184,2.81441318882607,0.955802818805839,2.94455418361534,0.00323420310883066,0.035271554128567,"ALDOA"
"ENSG00000150687",1132.90376351377,1.00099839579975,0.251774987131582,3.97576585030909,7.01531247154849e-05,0.000906503175101349,"PRSS23"
"ENSG00000150750",320.221680207382,8.55344708874192,1.90557762003028,4.48863746028147,7.1680165117886e-06,0.000129081818332351,"POU2AF2"
"ENSG00000151164",712.469874595373,1.73933743868018,0.612570719849074,2.83940675308267,0.00451975027658974,0.0480347090794606,"RAD9B"
"ENSG00000151491",649.294099749642,2.90666278957961,0.631134761428346,4.60545507428782,4.1156483433437e-06,9.69094087378897e-05,"EPS8"
"ENSG00000152034",278.69497243286,8.37263380037495,1.92153386142869,4.35726581167284,1.31697290396716e-05,0.000193380748332331,"MCHR2"
"ENSG00000152270",502.04897393125,2.03040768876548,0.602074726225622,3.37235163730258,0.000745292279891743,0.00891082445954173,"PDE3B"
"ENSG00000152910",192.075651979733,8.56143942457306,2.02983127652557,4.21780840781385,2.46688285153969e-05,0.000329667308419456,"CNTNAP4"
"ENSG00000152931",438.205977693718,9.75424094016209,1.1073792482788,8.80840141742149,1.26943135371982e-18,9.03246850782155e-17,"PART1"
"ENSG00000153802",237.51101176635,8.14125824449695,1.90689626532416,4.26937657414364,1.96020083054062e-05,0.000269740277496989,"TMPRSS11D"
"ENSG00000153930",527.998308596315,9.28361981702727,0.946070754822583,9.81281766686492,9.91603016395636e-23,1.85436120495576e-20,"ANKFN1"
"ENSG00000155366",841.832047791789,3.37072386485598,0.927266230461649,3.63511983303633,0.000277851452310514,0.00344339864836646,"RHOC"
"ENSG00000155719",660.230412650116,9.35036754278129,0.830650781576466,11.2566769937127,2.14702788727978e-29,2.40904786752358e-26,"OTOA"
"ENSG00000156009",238.768902252983,8.46946415801022,1.95774930439753,4.32612293054374,1.51756751487116e-05,0.000215435509057598,"MAGEA8"
"ENSG00000156395",610.840355682696,9.50077883785957,0.88840337115399,10.6942174538561,1.08330218349017e-26,5.18084829491127e-24,"SORCS3"
"ENSG00000158008",991.47068269713,1.68221667828398,0.531706184950306,3.16380874606753,0.00155719087900327,0.0178709400130458,"EXTL1"
"ENSG00000158578",434.172870018065,9.74001513531515,1.91813325257763,5.07786157308221,3.81706626247747e-07,1.73180830599153e-05,"ALAS2"
"ENSG00000159423",462.531458643121,1.8046455675214,0.604339005613226,2.98614775938584,0.00282516099358776,0.0312309290132382,"ALDH4A1"
"ENSG00000160181",414.763456496425,9.67409428905203,1.49794899199256,6.45822677592219,1.05936913861649e-10,5.51874569301053e-09,"TFF2"
"ENSG00000160284",287.573125261266,8.39759829876373,1.94753081636931,4.31192062697061,1.61842536382054e-05,0.000227379692255602,"SPATC1L"
"ENSG00000160838",573.239214609453,9.40057850003223,0.920056111648899,10.2173969402635,1.65731556371337e-24,4.43567586607432e-22,"LRRC71"
"ENSG00000160868",281.58738067681,8.3717036185863,1.84243112658414,4.54383531508579,5.52398207955406e-06,0.000111062115235583,"CYP3A4"
"ENSG00000162068",462.828129232866,9.10590983973094,1.82360060324169,4.99336851695705,5.93351853449149e-07,2.60298550686797e-05,"NTN3"
"ENSG00000162496",1114.49860354313,1.23243992374384,0.166903387892061,7.384151629929,1.53428516186422e-13,8.89854891194132e-12,"DHRS3"
"ENSG00000162736",719.264336117023,3.28165333103824,0.874057581448633,3.754504738234,0.000173684559706089,0.00218967141759107,"NCSTN"
"ENSG00000163218",282.992980978518,8.37883314497917,1.85250357168508,4.5229781324295,6.09755420112988e-06,0.000118273902067528,"PGLYRP4"
"ENSG00000163501",531.311551393242,9.61056168928459,1.02718356884734,9.35622607366001,8.2635654725648e-21,9.41195978162357e-19,"IHH"
"ENSG00000163590",680.691381369175,1.46561640457146,0.436070861482373,3.36095927067739,0.000776722783533708,0.00926762117138195,"PPM1L"
"ENSG00000163746",414.498260199156,8.93227296194697,1.19435392072977,7.478748808803,7.50335341524046e-14,4.38667994354328e-12,"PLSCR2"
"ENSG00000163935",379.141042022161,2.69438850989774,0.715894119459559,3.76366900727133,0.000167438474264267,0.00211275199381984,"SFMBT1"
"ENSG00000164056",697.567795464902,2.78361197177451,0.775126721532692,3.59117018475425,0.000329196579200001,0.0040590244315307,"SPRY1"
"ENSG00000165059",307.39081660741,8.23848256984741,1.87982314668371,4.3825838533701,1.17280002846529e-05,0.000177827937788035,"PRKACG"
"ENSG00000165572",456.717901982967,1.91404064214558,0.517661996043452,3.69747181901473,0.000217757384603774,0.00272294735578479,"KBTBD6"
"ENSG00000165949",322.961995853127,8.88261104274012,1.88431235905849,4.71398014243157,2.42924347535521e-06,7.56332122801893e-05,"IFI27"
"ENSG00000166086",843.865394557833,2.1389702157933,0.660441506425818,3.23869743948861,0.00120076878960314,0.0139561864139811,"JAM3"
"ENSG00000166145",954.327779106378,1.56870046002488,0.465299544951783,3.37137759330377,0.000747932678889499,0.00893873004557286,"SPINT1"
"ENSG00000166159",352.160493904116,9.43741686645489,2.02659383300499,4.65678751842509,3.21181624180167e-06,8.73392816151951e-05,"LRTM2"
"ENSG00000166211",519.355435849854,9.27237880502213,1.83138879821433,5.06303129846759,4.12642076239613e-07,1.86058845288072e-05,"SPIC"
"ENSG00000166398",747.784533550136,2.47961926234123,0.519258625913293,4.77530682900063,1.79433459270185e-06,6.23910882871167e-05,"GARRE1"
"ENSG00000166492",301.411924097745,8.48604635535269,1.91213694620581,4.4379908940054,9.08024596768982e-06,0.000150767225734442,"FAM86GP"
"ENSG00000166886",712.647652553435,1.500346103031,0.462621591444988,3.24313895152343,0.00118220540205013,0.0137568720359029,"NAB2"
"ENSG00000167468",938.480985011346,3.22108048415581,0.495103426601285,6.50587394691939,7.72429781366977e-11,4.05289460644223e-09,"GPX4"
"ENSG00000167653",397.896295207134,8.61176529510797,1.82465445456235,4.71966912615985,2.36228570219865e-06,7.47450767790036e-05,"PSCA"
"ENSG00000168398",820.138889262688,2.71929618065566,0.304640984249305,8.92623225780514,4.40764559919449e-19,3.33985052117665e-17,"BDKRB2"
"ENSG00000168487",914.822624158346,1.47199630395296,0.346652360256903,4.24631842362782,2.17311735583631e-05,0.000294046162438834,"BMP1"
"ENSG00000168903",588.519254938068,9.76804729408801,0.945794055711162,10.3278797694951,5.27128282978204e-25,1.55332458579022e-22,"BTNL3"
"ENSG00000169016",627.784346118257,4.27372811915776,1.43551771233632,2.9771336727028,0.00290957121489384,0.0320923155917073,"E2F6"
"ENSG00000169169",858.851229569152,1.86488876316522,0.504684671335027,3.6951563403582,0.000219751527429081,0.00274552946881738,"CPT1C"
"ENSG00000169306",718.441598568548,10.0552768343278,0.867559107374363,11.5903075062629,4.61472802750318e-31,7.42285390013009e-28,"IL1RAPL1"
"ENSG00000169314",305.812789386896,8.82729823593633,1.88240204233171,4.68937986542028,2.74034260326306e-06,8.08516044477931e-05,"C22orf15"
"ENSG00000169398",617.149939921606,3.35529762871733,1.07556186762366,3.11957659500378,0.00181111166593407,0.0205986591151247,"PTK2"
"ENSG00000169562",218.129618982399,8.00177169676813,1.87607110234076,4.26517507080855,1.99745514252346e-05,0.000273962194982778,"GJB1"
